FILE,Start,FUNCTION_SIGNATURE,ABSmell,LocationSmell,ConstantsSmell,NestingSmell,LOC,LOAC,LOFC,NOFL,NOFC_Dup,NOFC_NonDup,NONEST,NONEG,Smelly,Pedro
radare2\libr\util\thread.c,14,static void * _r_th_launcher(void * _th),2.6060605,1.2727273,1.3333334,0,33,14,20,3,4,3,0,1,,False
radare2\libr\io\p\io_debug.c,200,static void trace_me(void),7.328947,3.5789473,3,0.75,19,17,66,4,12,3,3,10,,True
radare2\libr\io\p\io_debug.c,547,"static RIODesc * __open(RIO * io, const char * file, int rw, int mode)",3.7848837,1.5348837,2.25,0,86,33,75,4,9,3,0,3,,True
radare2\libr\io\p\io_debug.c,504,"static int fork_and_ptraceme(RIO * io, int bits, const char * cmd) #2",5.522727,3.2727273,1.5,0.75,11,9,22,4,6,3,3,2,,True
radare2\libr\debug\p\debug_gdb.c,109,static RList * r_debug_gdb_map_get(RDebug * dbg),1.5833334,0.083333336,1.5,0,120,5,9,2,3,2,0,1,,True
radare2\shlr\zip\zlib\inffast.c,50,"void ZLIB_INTERNAL inflate_fast(strm, start) z_streamp strm; unsigned start;",1.516129,0.516129,1,0,248,32,32,4,4,2,0,0,,False
radare2\libr\socket\proc.c,16,R_API struct r_socket_proc_t * r_socket_proc_open(char * const argv[]),6.601852,3.851852,2,0.75,54,52,118,4,8,4,3,2,,True
radare2\shlr\zip\zlib\deflate.c,1164,"local unsigned read_buf(strm, buf, size) z_streamp strm; Bytef * buf; unsigned size;",1.2272727,0.22727273,1,0,22,5,5,1,1,1,0,0,,False
radare2\libr\socket\r2pipe.c,235,R_API R2Pipe * r2pipe_open(const char * cmd),5.638889,3.3888888,1.5,0.75,72,61,129,4,6,3,3,2,,True
radare2\libr\debug\p\native\xnu\xnu_debug.c,525,"RList * xnu_thread_list(RDebug * dbg, int pid, RList * list)",6.1733336,0.84000003,5.3333335,0,25,7,48,3,16,7,0,3,,True
radare2\libr\io\p\io_gprobe.c,509,static int sp_flush(struct gport * port),3.1,1.6,1.5,0,15,12,18,2,3,2,0,1,,True
radare2\binr\r2r\r2r.c,440,"static void print_diff(const char * actual, const char * expected)",3.3636365,1.8636364,1.5,0,44,41,56,2,3,2,0,1,,True
radare2\shlr\qnx\src\sigutil.c,327,"static int do_target_signal_to_host(enum target_signal oursig, int * oursig_ok)",52.964706,51.764706,1.1454545,0.054545455,238,224,265,55,63,56,3,1,,True
radare2\libr\util\sys.c,134,R_API int r_sys_fork(),5.522727,3.2727273,1.5,0.75,11,9,22,4,6,3,3,2,,True
radare2\shlr\zip\zlib\crc32.c,88,local void make_crc_table(),3.0402298,1.7068965,1,0.33333334,58,33,41,3,3,2,1,0,,True
radare2\libr\socket\socket.c,180,R_API RSocket * r_socket_new(bool is_ssl) #2,3.1547618,1.8214285,1,0.33333334,28,17,24,3,3,3,1,0,,True
radare2\libr\socket\r2pipe.c,35,"R_API int r2pipe_write(R2Pipe * r2pipe, const char * str)",2.1086955,0.6086956,1.5,0,23,7,11,2,3,2,0,1,,True
radare2\libr\cons\cutf8.c,48,int current_tty(void),6.203704,3.7037036,2.25,0.25,27,25,102,4,9,3,1,4,,True
radare2\libr\core\cfile.c,341,"static int r_core_file_do_load_for_debug(RCore * r, ut64 baseaddr, const char * filenameuri)",2.7052238,0.95522386,1.5,0.25,67,16,28,4,6,4,1,3,,True
radare2\libr\socket\socket.c,258,"R_API bool r_socket_connect(RSocket * s, const char * host, const char * port, int proto, unsigned int timeout) #2",9.232767,6.804196,1.5714285,0.85714287,143,139,284,7,11,5,6,3,,True
radare2\libr\bin\pdb\pdb_downloader.c,8,static bool checkExtract(),3,1.5,1.5,0,12,9,15,2,3,2,0,1,,False
radare2\libr\socket\run.c,278,"static int handle_redirection_proc(const char * cmd, bool in, bool out, bool err)",6.132353,3.8823528,1.5,0.75,68,66,84,4,6,3,3,2,,True
radare2\libr\debug\p\debug_native.c,1451,"static int r_debug_native_bp(RBreakpoint * bp, RBreakpointItem * b, bool set)",6.857143,2.857143,3.75,0.25,21,15,85,4,15,7,1,3,,True
radare2\libr\debug\p\native\bsd\bsd_debug.c,257,"RList * bsd_pid_list(RDebug * dbg, RList * list)",10.99452,4.7945204,3.2,3,73,70,205,5,16,5,15,6,,True
radare2\shlr\zip\zlib\deflate.c,376,"int ZEXPORT deflateSetDictionary(strm, dictionary, dictLength) z_streamp strm; const Bytef * dictionary; uInt dictLength;",1.05,0.05,1,0,60,3,3,1,1,1,0,1,,False
radare2\libr\util\sys.c,538,R_API bool r_sys_aslr(int val),4.9195404,2.586207,2,0.33333334,29,25,71,3,6,5,1,1,,True
radare2\shlr\grub\kern\misc.c,1049,void grub_abort(void),1.25,0.25,1,0,12,3,3,1,1,1,0,1,,False
radare2\libr\bin\format\coff\coff.c,64,RBinAddr * r_coff_get_entry(struct r_bin_coff_obj * obj),1.097561,0.09756097,1,0,41,4,4,1,1,1,0,1,,True
radare2\libr\util\sandbox.c,115,R_API bool r_sandbox_enable(bool e),3.7463768,2.4130435,1,0.33333334,46,37,60,3,3,3,1,0,,True
radare2\libr\asm\arch\tricore\gnu\tricore-dis.c,1157,"static void print_decoded_insn(memaddr, info) bfd_vma memaddr; struct disassemble_info * info;",1.5308642,0.030864198,1.5,0,324,5,9,2,3,2,0,1,,True
radare2\libr\debug\p\native\reg.c,4,static char * r_debug_native_reg_profile(RDebug * dbg),18.266666,10.266666,4.909091,3.090909,30,28,254,11,54,11,34,19,,True
radare2\libr\debug\p\debug_native.c,730,"static int r_debug_native_reg_write(RDebug * dbg, int type, const ut8 * buf, int size)",17.54697,12.613636,3.9333334,1,44,37,221,15,59,7,15,23,,True
radare2\libr\debug\p\native\bsd\bsd_debug.c,423,RList * bsd_desc_list(int pid),6.167526,3.9175258,1.5,0.75,97,95,144,4,6,3,3,2,,True
radare2\libr\debug\p\native\linux\linux_debug.c,27,char * linux_reg_profile(RDebug * dbg),19.435898,10.435898,7.818182,1.1818181,39,37,479,11,86,11,13,38,,True
radare2\shlr\grub\fs\reiserfs.c,476,"static grub_err_t grub_reiserfs_get_item(struct grub_reiserfs_data * data, const struct grub_reiserfs_key * key, struct grub_fshelp_node * item)",2.6923077,1.6923077,1,0,156,44,44,6,6,1,0,0,,False
radare2\libr\debug\debug.c,1509,"R_API int r_debug_continue_syscalls(RDebug * dbg, int * sc, int n_sc)",1.0508474,0.050847456,1,0,59,3,3,1,1,1,0,0,,True
radare2\libr\socket\run.c,236,"static void setASLR(RRunProfile * r, int enabled)",9.287879,5.4545455,3.1666667,0.6666667,22,20,73,6,19,6,4,8,,True
radare2\libr\lang\p\pipe.c,126,"static int lang_pipe_run(RLang * lang, const char * code, int len)",4.615385,2.948718,1.3333334,0.33333334,117,115,176,3,4,3,1,1,,True
radare2\libr\util\thread_lock.c,7,R_API RThreadLock * r_th_lock_new(bool recursive),6.409091,2.909091,2.25,1.25,22,16,38,4,9,5,5,4,,True
radare2\libr\crypto\p\crypto_rc6.c,22,"static bool rc6_init(struct rc6_state * const state, const ut8 * key, int keylen, int direction)",1.9649123,0.6315789,1.3333334,0,38,8,12,3,4,2,0,1,,False
radare2\shlr\sdb\src\json.c,107,"SDB_API bool sdb_json_set(Sdb * s, const char * k, const char * p, const char * v, ut32 cas)",1.03125,0.03125,1,0,128,4,4,1,1,1,0,1,,False
radare2\libr\util\sys.c,217,"R_API int r_sys_truncate(const char * file, int sz)",5.9300003,3.68,1.5,0.75,25,23,39,4,6,3,3,2,,True
radare2\libr\util\thread_lock.c,54,R_API int r_th_lock_leave(RThreadLock * thl),3.5,1.5,2,0,8,6,15,2,4,3,0,1,,False
radare2\shlr\zip\zlib\trees.c,911,"void ZLIB_INTERNAL _tr_flush_block(s, buf, stored_len, last) deflate_state * s; charf * buf; ulg stored_len; int last;",3.3008657,2.0151515,1.2857143,0,66,19,27,7,9,4,0,2,,True
radare2\libr\util\lib.c,88,R_API char * r_lib_path(const char * libname),6.620968,3.8709676,1.75,1,62,60,105,4,7,4,4,2,,True
radare2\libr\socket\run.c,758,R_API int r_run_config_env(RRunProfile * p),13.1328125,11.1328125,1.8947369,0.10526316,256,150,230,19,36,8,2,13,,True
radare2\libr\util\sys.c,986,"R_API int r_sys_run_rop(const ut8 * buf, int len)",5.404255,3.4042552,1.4,0.6,47,32,45,5,7,3,3,2,,True
radare2\libr\io\p\io_self.c,69,"static int update_self_regions(RIO * io, int pid)",10.658576,5.8252425,3.6666667,1.1666666,103,100,530,6,22,5,7,11,,True
radare2\libr\socket\socket.c,99,R_API bool r_socket_is_connected(RSocket * s) #2,5.9300003,3.68,1.5,0.75,25,23,46,4,6,3,3,2,,True
radare2\libr\util\thread_sem.c,59,R_API void r_th_sem_free(RThreadSemaphore * sem),5.166667,2.6666667,1.75,0.75,18,12,30,4,7,4,3,2,,True
radare2\shlr\sdb\src\cdb.c,48,"bool cdb_init(struct cdb * c, int fd)",3.8157895,2.3157895,1.5,0,38,22,36,4,6,2,0,2,,False
radare2\shlr\zip\zlib\zutil.c,32,uLong ZEXPORT zlibCompileFlags(),14.17349,11.962963,1.3684211,0.84210527,81,51,140,19,26,19,16,4,,True
radare2\libr\debug\p\native\xnu\xnu_threads.c,70,"static bool xnu_thread_set_drx(RDebug * dbg, xnu_thread_t * thread)",13.761905,4.9285717,8.333333,0.5,56,46,372,6,50,12,3,13,,True
radare2\libr\debug\p\debug_native.c,994,static RList * r_debug_native_map_get(RDebug * dbg),18.21692,11.633588,2.8333333,3.75,131,127,1008,12,34,7,45,20,,True
radare2\libr\util\file.c,29,"static int file_stat(const char * file, struct stat * const pStat)",2.875,1.375,1.5,0,16,11,15,2,3,2,0,1,,True
radare2\libr\util\sys.c,451,R_API int r_sys_crash_handler(const char * cmd),4.166667,2.5,1.3333334,0.33333334,18,15,23,3,4,3,1,3,,True
radare2\libr\util\sys.c,934,"R_API int r_sys_run(const ut8 * buf, int len)",4.9591837,2.9591837,1.4,0.6,49,29,42,5,7,3,3,2,,True
radare2\libr\flag\zones.c,87,"R_API bool r_flag_zone_del(RFlag * f, const char * name)",3.2333333,1.7333333,1.5,0,15,13,25,2,3,2,0,1,,True
radare2\libr\util\mem.c,345,"R_API void * r_mem_mmap_resize(RMmap * m, ut64 newsize)",3.304348,1.3043479,2,0,23,15,26,2,4,3,0,1,,False
radare2\libr\debug\p\native\linux\linux_debug.c,886,static void print_fpu(void * f),9.698051,6.840909,2,0.85714287,88,86,305,7,14,4,6,5,,True
radare2\test\unit\test_debug.c,26,bool test_r_debug_reg_offset(void),3.2272727,1.7272727,1,0.5,22,19,36,2,2,2,1,0,,True
radare2\libr\util\thread.c,93,"R_API bool r_th_getname(RThread * th, char * name, size_t len)",16.2,3.2,6.75,6.25,15,12,111,4,27,10,25,3,,True
radare2\libr\magic\fsmagic.c,78,"int file_fsmagic(struct r_magic_set * ms, const char * fn, struct stat * sb)",16.407894,14.25,1.2105263,0.94736844,180,135,207,19,23,12,18,4,,True
radare2\libr\util\thread.c,67,"R_API bool r_th_setname(RThread * th, const char * name)",17.28,5.2799997,6.1666665,5.8333335,25,22,197,6,37,8,35,10,,True
radare2\libr\debug\p\debug_native.c,1236,"static void sync_drx_regs(RDebug * dbg, drxt * regs, size_t num_regs)",4.2647057,1.7647059,2.5,0,17,15,35,2,5,3,0,1,,True
radare2\libr\magic\fsmagic.c,61,"static int bad_link(RMagic * ms, int err, char * buf)",2.375,0.875,1.5,0,16,7,11,2,3,2,0,1,,True
radare2\libr\debug\p\native\linux\linux_debug.c,978,"int linux_reg_read(RDebug * dbg, int type, ut8 * buf, int size)",16.266666,11.2,3.4,1.6666666,150,112,645,15,51,11,25,16,,True
radare2\libr\util\syscmd.c,12,"static char * showfile(char * res, const int nth, const char * fpath, const char * name, int printfmt)",3.3417475,1.9417475,1.2,0.2,103,40,48,5,6,3,1,1,,True
radare2\libr\core\cbin.c,1782,"static int bin_imports(RCore * r, int mode, int va, const char * name)",1.0420169,0.042016808,1,0,119,5,5,1,1,1,0,0,,False
radare2\libr\util\sys.c,398,"R_API int r_sys_setenv(const char * key, const char * value)",5.0666666,2.4,2.6666667,0,25,20,56,3,8,3,0,3,,True
radare2\libr\lang\lang.c,27,R_API RLang * r_lang_new(),1.0967742,0.09677419,1,0,31,3,3,1,1,1,0,0,,False
ruby\gc.c,11193,"static void gc_profile_dump_on(VALUE out, VALUE( * append)(VALUE, VALUE))",10.54232,8.724138,1,0.8181818,87,69,102,11,11,5,9,0,,True
ruby\ext\pty\pty.c,254,"static int get_device_once(int * master, int * slave, char SlaveName[DEVICELEN], int nomesg, int fail)",21.877056,14.61039,4.4,2.8666666,154,150,1102,15,66,15,43,34,,True
ruby\thread_pthread.c,1648,static void ubf_timer_create(rb_pid_t current),5,2.3333335,1.6666666,1,27,21,51,3,5,4,3,1,,True
ruby\string.c,1672,static inline uintptr_t count_utf8_lead_bytes_with_word(const uintptr_t * s),4.098039,1.7647059,2,0.33333334,17,10,33,3,6,4,1,1,,True
ruby\ext\socket\sockssocket.c,57,void rsock_init_sockssocket(void),2.7727273,1.2727273,1,0.5,11,7,10,2,2,2,1,0,,True
ruby\dir.c,148,"static inline int need_normalization(DIR * dirp, const char * path)",4.9848485,2.3181818,1.6666666,1,22,17,43,3,5,3,3,1,,True
ruby\missing\dtoa.c,2404,"static int quorem(Bigint * b, Bigint * S)",9.794637,7.8715596,1.3846154,0.53846157,109,66,166,13,18,4,7,5,,True
ruby\gc.c,10807,static double getrusage_time(void),6.4897957,4.4897957,1.4,0.6,49,44,67,5,7,6,3,1,,True
ruby\ext\openssl\ossl_ssl.c,1085,"static VALUE ossl_sslctx_set_ecdh_curves(VALUE self, VALUE arg)",4.02381,2.357143,1.3333334,0.33333334,42,33,68,3,4,3,1,1,,True
ruby\vsnprintf.c,539,"static ssize_t BSD_vfprintf(FILE * fp, const char * fmt0, va_list ap)",26.667582,24.417582,1.9090909,0.3409091,546,303,469,44,84,12,15,15,,True
ruby\ext\socket\socket.c,1627,static VALUE socket_s_ip_address_list(VALUE self),24.732052,11.815385,7.0833335,5.8333335,260,256,1931,12,85,12,70,35,,True
ruby\gc.c,9775,"static void objspace_malloc_increase(rb_objspace_t * objspace, void * mem, size_t new_size, size_t old_size, enum memop_type type)",4.8848486,3.4848485,1,0.4,66,46,56,5,5,3,2,0,,True
ruby\iseq.c,612,void rb_iseq_insns_info_encode_positions(const rb_iseq_t * iseq),3,1.5,1,0.5,16,12,16,2,2,2,1,0,,True
ruby\gc.c,9873,"static inline void * objspace_malloc_fixup(rb_objspace_t * objspace, void * mem, size_t size)",2.7631578,1.2631578,1,0.5,19,12,17,2,2,2,1,0,,True
ruby\mjit.c,639,static int check_tmpdir(const char * dir),5.2,3.1999998,1.2,0.8,25,16,28,5,6,5,4,4,,True
ruby\ext\socket\init.c,655,"static int cloexec_accept(int socket, struct sockaddr * address, socklen_t * address_len, int nonblock)",4.7372546,3.137255,1,0.6,51,32,45,5,5,3,3,1,,True
ruby\missing\dtoa.c,828,"static Bigint * pow5mult(Bigint * b, int k)",3.3333335,1.8333334,1.5,0,48,22,32,4,6,2,0,2,,False
ruby\time.c,1039,"static struct tm * gmtime_with_leapsecond(const time_t * timep, struct tm * result)",4.5614038,2.8947368,1.3333334,0.33333334,114,110,117,3,4,3,1,1,,True
ruby\file.c,3386,"char * rb_enc_path_skip_prefix(const char * path, const char * end, rb_encoding * enc)",4.25,2.25,1.3333334,0.6666667,20,15,43,3,4,2,2,0,,True
ruby\process.c,4362,"static rb_pid_t rb_spawn_process(struct rb_execarg * eargp, char * errmsg, size_t errmsg_buflen)",7.7,5.2,1.8333334,0.6666667,45,39,133,6,11,4,4,6,,True
ruby\missing\dtoa.c,1153,"static Bigint * d2b(double d_, int * e, int * bits)",20.598486,18.931818,1.2857143,0.3809524,132,119,210,21,27,6,8,12,,True
ruby\missing\dup2.c,26,"int dup2(int fd1, int fd2)",6.279412,3.5294118,2,0.75,34,30,90,4,8,4,3,2,,True
ruby\ext\etc\etc.c,713,static VALUE etc_uname(VALUE obj),8.476191,5.642857,1.6666666,1.1666666,84,79,115,6,10,5,7,4,,True
ruby\dln.c,1260,COMPILER_WARNING_POP #endif void * dln_load(const char * file),25.38954,18.179012,2.3157895,4.894737,162,155,817,19,44,16,93,21,,True
ruby\ext\io\console\console.c,1586,void Init_console(void),1.6666667,0.6666667,1,0,18,6,6,2,2,2,0,1,,True
ruby\ext\-test-\file\fs.c,81,"VALUE get_noatime_p(VALUE self, VALUE str)",7.5130434,3.9130435,1.4,2.2,23,18,43,5,7,6,11,1,,True
ruby\ext\etc\etc.c,1009,static VALUE etc_nprocessors(VALUE obj),5.25,2.25,2,1,24,18,45,3,6,4,3,4,,True
ruby\vm_dump.c,824,static void rb_dump_machine_register(const ucontext_t * ctx),8.764913,5.431579,2,1.3333334,95,86,328,6,12,5,8,3,,True
ruby\signal.c,823,"static void check_stack_overflow(int sig, const uintptr_t addr, const ucontext_t * ctx)",13.315271,9.172414,2.642857,1.5,58,38,240,14,37,9,21,17,,True
ruby\string.c,9568,"static VALUE rb_str_crypt(VALUE str, VALUE salt)",5.1266847,3.6981132,1.2857143,0.14285715,53,28,40,7,9,4,1,2,,True
ruby\time.c,1600,"static struct tm * localtime_with_gmtoff_zone(const time_t * t, struct tm * result, long * gmtoff, VALUE * zone)",7.06,4.56,2.3333333,0.16666667,50,38,115,6,14,6,1,4,,True
ruby\missing\dtoa.c,1444,"double strtod(const char * s00, char * * se)",49.38188,47.45165,1.2325581,0.6976744,879,485,889,86,106,16,60,33,,True
ruby\thread_pthread.c,667,"static int get_stack(void * * addr, size_t * size)",19.475,13.541667,4.866667,1.0666667,72,65,511,15,73,11,16,29,,True
ruby\ext\socket\option.c,668,"static int rb_if_indextoname(const char * succ_prefix, const char * fail_prefix, unsigned int ifindex, char * buf, size_t len)",3.9166667,2.25,1.3333334,0.33333334,16,12,22,3,4,3,1,2,,True
ruby\ext\nkf\nkf-utf8\nkf.c,6933,"int main(int argc, char * * argv)",25.963564,20.930231,3.6,1.4333333,258,180,662,30,108,16,43,62,,True
ruby\gc.c,10058,"static void objspace_xfree(rb_objspace_t * objspace, void * ptr, size_t old_size)",3.1451612,1.6451613,1,0.5,62,51,97,2,2,2,1,0,,True
ruby\ext\-test-\memory_status\memory_status.c,13,static VALUE read_status(VALUE self),6.525,4.125,1.6,0.8,40,33,72,5,8,5,4,3,,True
ruby\ext\bigdecimal\bigdecimal.c,4971,"VP_EXPORT size_t VpDivd(Real * c, Real * r, Real * a, Real * b)",1.3461539,0.34615386,1,0,182,21,21,3,3,1,0,0,,True
ruby\file.c,2824,"static int utime_internal(const char * path, void * arg) #1",6.0851064,4.0851064,1.1666666,0.8333333,47,32,49,6,7,4,5,1,,True
ruby\ext\nkf\nkf-utf8\nkf.c,2132,"static nkf_char e_iconv(nkf_char c2, nkf_char c1, nkf_char c0)",3.1833332,1.85,1,0.33333334,60,37,49,3,3,2,1,0,,True
ruby\ext\date\date_core.c,7735,"static VALUE datetime_s_now(int argc, VALUE * argv, VALUE klass)",8.951613,6.4516134,2.25,0.25,93,50,197,12,27,6,3,10,,True
ruby\process.c,8159,void InitVM_process(void),33.283226,31.764708,1.1851852,0.33333334,289,170,330,54,64,55,18,5,,True
ruby\file.c,1676,"static VALUE rb_file_socket_p(VALUE obj, VALUE fname)",9.04969,5.478261,1.4285715,2.142857,23,18,58,7,10,5,15,4,,True
ruby\process.c,5540,"static rb_uid_t obj2uid(VALUE id #if defined(USE_GETPWNAM_R), VALUE * getpw_tmp #endif)",4.4407406,3.2407405,1.2,0,54,35,39,5,6,2,0,3,,True
ruby\ext\openssl\ossl_engine.c,93,"static VALUE ossl_engine_s_load(int argc, VALUE * argv, VALUE klass)",13.179311,11.379311,1,0.8,58,44,80,15,15,15,12,1,,True
ruby\vm_dump.c,925,void rb_vm_bugreport(const void * ctx),6.8399124,5.506579,1.2222222,0.11111111,152,93,109,9,11,9,1,1,,True
ruby\vm_dump.c,421,"void rb_vmdebug_debug_print_post(const rb_execution_context_t * ec, const rb_control_frame_t * cfp #if OPT_STACK_CACHING, VALUE reg_a, VALUE reg_b #endif)",5.337931,4.1379313,1,0.2,29,24,33,5,5,2,1,0,,True
ruby\ext\socket\option.c,1202,static VALUE sockopt_inspect(VALUE self),27.272278,25.772278,1.0526316,0.4473684,202,137,188,38,40,39,17,0,,True
ruby\error.c,539,static void preface_dump(FILE * out),4.708333,2.375,1.6666666,0.6666667,24,19,32,3,5,4,2,1,,True
ruby\util.c,541,char * ruby_getcwd(void),6.618605,4.418605,1.4,0.8,43,38,85,5,7,4,4,3,,True
ruby\time.c,702,"static struct tm * rb_localtime_r(const time_t * t, struct tm * result)",5.8624997,4.0625,1.6,0.2,32,26,55,5,8,7,1,1,,True
ruby\util.c,284,"static void mmswap_(register char * a, register char * b, mmargdecl)",7.3944445,3.1944444,2.2,2,36,23,73,5,11,2,10,5,,True
ruby\mjit_worker.c,473,static double real_ms_time(void),5.361111,3.1111112,1.5,0.75,18,14,29,4,6,3,3,2,,True
ruby\ext\socket\unixsocket.c,28,static VALUE unixsock_path_value(VALUE path),4.5438595,2.2105262,1.3333334,1,19,14,23,3,4,3,3,1,,True
ruby\vm_exec.c,77,"static VALUE vm_exec_core(rb_execution_context_t * ec, VALUE initial) #1",12.231034,7.9310346,3.6,0.7,58,46,175,10,36,9,7,9,,True
ruby\missing\dtoa.c,1050,static double ulp(double x_),4.8722224,3.472222,1,0.4,36,25,43,5,5,3,2,4,,True
ruby\gc.c,2105,"static inline VALUE newobj_init(VALUE klass, VALUE flags, VALUE v1, VALUE v2, VALUE v3, int wb_protected, rb_objspace_t * objspace, VALUE obj)",6.095238,4.666667,1.1428572,0.2857143,75,50,60,7,8,6,2,1,,True
ruby\ext\socket\ancdata.c,1132,"static VALUE bsock_sendmsg_internal(VALUE sock, VALUE data, VALUE vflags, VALUE dest_sockaddr, VALUE controls, VALUE ex, int nonblock)",7.257143,5.857143,1.1,0.3,140,82,98,10,11,4,3,1,,True
ruby\file.c,1614,"static VALUE rb_file_pipe_p(VALUE obj, VALUE fname)",2.7307692,1.2307693,1,0.5,13,8,11,2,2,2,1,1,,True
ruby\file.c,3660,"VALUE rb_file_expand_path_internal(VALUE fname, VALUE dname, int abs_mode, int long_name, VALUE result)",13.658214,11.342424,1.3157895,1,330,197,321,19,25,8,19,3,,True
ruby\ext\socket\option.c,961,"static int inspect_tcp_info(int level, int optname, VALUE data, VALUE ret)",47.893654,46.677967,1,0.21568628,177,162,195,51,51,51,11,0,,True
ruby\missing\setproctitle.c,138,"void setproctitle(const char * fmt, ...)",9.333333,4.3333335,2.8,2.2,30,26,135,5,14,5,11,2,,True
ruby\util.c,323,"static void mmrot3_(register char * a, register char * b, register char * c, mmargdecl)",7.4857144,3.2857144,2.2,2,35,23,73,5,11,2,10,5,,True
ruby\ext\-test-\file\fs.c,47,"VALUE get_fsname(VALUE self, VALUE str)",4.1979165,2.53125,1,0.6666667,32,27,45,3,3,3,2,0,,True
ruby\string.c,471,"static inline const char * search_nonascii(const char * p, const char * e)",14.740541,10.540541,2.6666667,1.5333333,74,52,172,15,40,7,23,12,,True
ruby\ext\etc\etc.c,653,static VALUE etc_systmpdir(VALUE _),6.8859644,5.0526314,1.1666666,0.6666667,38,32,78,6,7,5,4,3,,True
ruby\ext\io\console\console.c,905,static VALUE console_oflush(VALUE io),2.2307692,0.23076923,2,0,13,3,6,1,2,2,0,0,,True
ruby\mjit.c,478,static bool init_header_filename(void),9.822916,8.15625,1.3333334,0.33333334,96,87,143,9,12,4,3,5,,True
ruby\localeinit.c,38,static VALUE locale_charmap(VALUE( * conv)(const char *)),6.29,3.04,3,0.25,25,19,63,4,12,4,1,3,,True
ruby\missing\dtoa.c,725,"static Bigint * mult(Bigint * a, Bigint * b)",6.8787885,4.878788,1.4285715,0.5714286,99,69,188,7,10,3,4,3,,True
ruby\coroutine\copy\Context.c,18,static void coroutine_flush_register_windows() #1,6.5499997,3.75,2.2,0.6,16,12,45,5,11,5,3,2,,True
ruby\compile.c,11564,"static rb_iseq_t * ibf_load_iseq(const struct ibf_load * load, const rb_iseq_t * index_iseq)",5.73,4.48,1.125,0.125,50,28,37,8,9,3,1,3,,True
ruby\ext\openssl\ossl.c,1128,void Init_openssl(void),9.481644,6.943182,1.7692307,0.7692308,88,47,174,13,23,10,10,11,,True
ruby\missing\dtoa.c,964,"static Bigint * diff(Bigint * a, Bigint * b)",6.0000005,4,1.4285715,0.5714286,84,48,128,7,10,3,4,3,,True
ruby\file.c,831,static VALUE rb_stat_blocks(VALUE self),6.019231,2.7692308,2,1.25,13,9,28,4,8,4,5,2,,True
ruby\sparc.c,12,void rb_sparc_flush_register_windows(void),6.785714,4.285714,2,0.5,21,15,48,6,12,5,3,3,,True
ruby\ext\nkf\nkf-utf8\nkf.c,776,static const char * nkf_locale_charmap(void),7.8,4,2.8,1,25,20,124,5,14,5,5,6,,True
ruby\ext\openssl\ossl_ssl.c,152,"static VALUE ossl_sslctx_set_minmax_proto_version(VALUE self, VALUE min_v, VALUE max_v)",3.9689925,2.3023257,1.3333334,0.33333334,43,33,65,3,4,3,1,1,,True
ruby\st.c,518,"st_table * st_init_table_with_size(const struct st_hash_type * type, st_index_t size)",4.722222,3.5555556,1,0.16666667,54,32,38,6,6,2,1,4,,True
ruby\file.c,1712,"static VALUE rb_file_blockdev_p(VALUE obj, VALUE fname)",4.8235292,2.8235295,1.25,0.75,17,12,21,4,5,3,3,2,,True
ruby\file.c,1638,"static VALUE rb_file_symlink_p(VALUE obj, VALUE fname)",9.171429,5.6,1.4285715,2.142857,25,20,60,7,10,5,15,4,,True
ruby\ruby.c,521,static VALUE runtime_libruby_path(void),8.813725,5.647059,2.5,0.6666667,68,64,229,6,15,5,4,4,,True
ruby\ext\pty\pty.c,102,"static int chfunc(void * data, char * errbuf, size_t errbuf_len)",8.26,5.76,1.625,0.875,50,36,117,8,13,8,7,3,,True
ruby\dir.c,1477,static void * nogvl_opendir_at(void * ptr),4.0303035,2.3636365,1.3333334,0.33333334,33,26,35,3,4,3,1,1,,True
ruby\vm_dump.c,757,void rb_print_backtrace(void),8.884615,3.3846154,3.25,2.25,26,22,97,4,13,7,9,4,,True
ruby\st.c,1746,"st_index_t st_hash(const void * ptr, size_t len, st_index_t h)",19.785713,17.285713,1.5909091,0.90909094,126,99,230,22,35,7,20,10,,True
ruby\ext\fiddle\handle.c,310,"static VALUE fiddle_handle_sym(void * handle, VALUE symbol)",8.005377,4.83871,2,1.1666666,62,50,105,6,12,6,7,2,,True
ruby\file.c,250,VALUE rb_str_encode_ospath(VALUE path),2.9444444,1.4444444,1,0.5,18,13,18,2,2,2,1,0,,True
ruby\win32\win32.c,2498,static void set_pioinfo_extra(void),12.034188,6.923077,2.3333333,2.7777777,65,50,136,9,21,4,25,4,,True
ruby\ext\socket\raddrinfo.c,223,"static int numeric_getaddrinfo(const char * node, const char * service, const struct addrinfo * hints, struct addrinfo * * res)",4.410569,2.7439024,1,0.6666667,82,75,105,3,3,3,2,0,,True
ruby\ruby.c,597,void ruby_init_loadpath(void),9.795257,6.573034,1.7777778,1.4444444,89,65,118,9,16,5,13,8,,True
ruby\ext\fiddle\function.c,39,static size_t function_memsize(const void * p),2.2727273,0.27272728,2,0,11,3,6,1,2,1,0,2,,True
ruby\process.c,313,static void assert_close_on_exec(int fd),7.333333,2.3333335,2.6666667,2.3333333,18,14,56,3,8,5,7,1,,True
ruby\gc.c,10261,void * ruby_mimmalloc(size_t size),3.525641,2.1923077,1,0.33333334,26,19,24,3,3,2,1,0,,True
